"harmonised_name","ihs2_name","ihs3_name","ihs4_name","ihs5_name","label","module","topic","needs_review","n_rounds"
"case_id","case_id","case_id","case_id","case_id","Unique Household Identifier","f1","survey_admin",FALSE,4
"hhid","hhid","hhid","hhid","hhid","Survey Solutions Unique HH Identifier","f1","survey_admin",FALSE,4
"hhsize","hhsize","hhsize","hhsize","hhsize","Household size","f2","demographics",FALSE,4
"plotid","plotid","plot_id","plotid","plotid","Plot ID","f36","agriculture_land",FALSE,4
"poor","poor","poor","poor","poor","Dummy for poor households below national poverty line","f103","consumption_aggregate",FALSE,4
"region","region","region","region","region","IHS5 2019 Region location","f2","survey_admin",FALSE,4
"reside","reside","reside","reside","reside","IHS5 2019 Rural Residence","f2","demographics",FALSE,4
"rexp_cat01","rexp_cat01","rexp_cat01","rexp_cat01","rexp_cat01","Food/Bev, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat011","rexp_cat011","rexp_cat011","rexp_cat011","rexp_cat011","Food, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat012","rexp_cat012","rexp_cat012","rexp_cat012","rexp_cat012","Beverage, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat02","rexp_cat02","rexp_cat02","rexp_cat02","rexp_cat02","Alc/Tobacco, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat021","rexp_cat021","rexp_cat021","rexp_cat021","rexp_cat021","Alcohol, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat022","rexp_cat022","rexp_cat022","rexp_cat022","rexp_cat022","Tobacco, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat03","rexp_cat03","rexp_cat03","rexp_cat03","rexp_cat03","Clothing/Footwear, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat031","rexp_cat031","rexp_cat031","rexp_cat031","rexp_cat031","Clothing, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat032","rexp_cat032","rexp_cat032","rexp_cat032","rexp_cat032","Footwear, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat04","rexp_cat04","rexp_cat04","rexp_cat04","rexp_cat04","Housing/Utilities, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat041","rexp_cat041","rexp_cat041","rexp_cat041","rexp_cat041","Actual rents for housing, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat042","rexp_cat042","rexp_cat042","rexp_cat042","rexp_cat042","Estimated rents for housing, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat045","rexp_cat045","rexp_cat045","rexp_cat045","rexp_cat045","Electricity, gas, other fuels, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat05","rexp_cat05","rexp_cat05","rexp_cat05","rexp_cat05","Furnishings, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat051","rexp_cat051","rexp_cat051","rexp_cat051","rexp_cat051","Decorations, carpets, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat052","rexp_cat052","rexp_cat052","rexp_cat052","rexp_cat052","Household textiles, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat053","rexp_cat053","rexp_cat053","rexp_cat053","rexp_cat053","Appliances, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat054","rexp_cat054","rexp_cat054","rexp_cat054","rexp_cat054","Dishes, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat055","rexp_cat055","rexp_cat055","rexp_cat055","rexp_cat055","Tools/equipment for home, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat056","rexp_cat056","rexp_cat056","rexp_cat056","rexp_cat056","Routine Home maintenance, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat06","rexp_cat06","rexp_cat06","rexp_cat06","rexp_cat06","Health, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat061","rexp_cat061","rexp_cat061","rexp_cat061","rexp_cat061","Health drugs, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat062","rexp_cat062","rexp_cat062","rexp_cat062","rexp_cat062","Health out-patient, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat063","rexp_cat063","rexp_cat063","rexp_cat063","rexp_cat063","Health hospitalization, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat07","rexp_cat07","rexp_cat07","rexp_cat07","rexp_cat07","Transport, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat071","rexp_cat071","rexp_cat071","rexp_cat071","rexp_cat071","Vehicles, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat072","rexp_cat072","rexp_cat072","rexp_cat072","rexp_cat072","Operation of vehicles, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat073","rexp_cat073","rexp_cat073","rexp_cat073","rexp_cat073","Transport, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat08","rexp_cat08","rexp_cat08","rexp_cat08","rexp_cat08","Communication, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat081","rexp_cat081","rexp_cat081","rexp_cat081","rexp_cat081","Postal services, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat09","rexp_cat09","rexp_cat09","rexp_cat09","rexp_cat09","Recreation, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat091","rexp_cat091","rexp_cat091","rexp_cat091","rexp_cat091","Audio-visual, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat092","rexp_cat092","rexp_cat092","rexp_cat092","rexp_cat092","Major durables for rec, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat094","rexp_cat094","rexp_cat094","rexp_cat094","rexp_cat094","Recreational services, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat095","rexp_cat095","rexp_cat095","rexp_cat095","rexp_cat095","Newspapers, books, stationery, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat10","rexp_cat10","rexp_cat10","rexp_cat10","rexp_cat10","Education, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat101","rexp_cat101","rexp_cat101","rexp_cat101","rexp_cat101","Education, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat11","rexp_cat11","rexp_cat11","rexp_cat11","rexp_cat11","Hotels and restaurants, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat111","rexp_cat111","rexp_cat111","rexp_cat111","rexp_cat111","Vendors/Cafes/Restaurants, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat112","rexp_cat112","rexp_cat112","rexp_cat112","rexp_cat112","Accommodation services, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat12","rexp_cat12","rexp_cat12","rexp_cat12","rexp_cat12","Misc Goods & Services, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexp_cat121","rexp_cat121","rexp_cat121","rexp_cat121","rexp_cat121","Personal care, real(April 2019 price) annual consumption","f103","consumption_aggregate",FALSE,4
"rexpagg","rexpagg","rexpagg","rexpagg","rexpagg","Total real annual consumption per household","f103","consumption_aggregate",FALSE,4
"adulteq","","adulteq","adulteq","adulteq","Adult equivalence","f103","consumption_aggregate",FALSE,4
"af_bio_12_x","","af_bio_12","af_bio_12","af_bio_12_x","Annual Precipitation (mm)","f99","geovariables",FALSE,4
"af_bio_13_x","","af_bio_13","af_bio_13","af_bio_13_x","Precipitation of Wettest Month (mm)","f99","geovariables",FALSE,4
"af_bio_16_x","","af_bio_16","af_bio_16","af_bio_16_x","Precipitation of Wettest Quarter","f99","geovariables",FALSE,4
"af_bio_1_x","","af_bio_1","af_bio_1","af_bio_1_x","Annual Mean Temperature (degC * 10)","f99","geovariables",FALSE,4
"af_bio_8_x","","af_bio_8","af_bio_8","af_bio_8_x","Mean Temperature of Wettest Quarter (degC * 10)","f99","geovariables",FALSE,4
"ag_b206","","ag_b26","ag_b206","ag_b206","..rent out this [GARDEN] today for 12 months, how much could you rent it for?","f35","agriculture_land",FALSE,4
"ag_b206a","","ag_b20a","ag_b206a","ag_b206a","If [GARDEN] were to be sold/rented out today,..other HH member decide how money","f35","agriculture_land",FALSE,4
"ag_b206c","","ag_b20c","ag_b206c","ag_b206c","..anyone outside the HH who would decide how money is used..parcel were to be so","f35","agriculture_land",FALSE,4
"ag_b208a","","ag_b28a","ag_b208a","ag_b208a","CROP TYPE","f35","agriculture_land",FALSE,4
"ag_b208b","","ag_b28b","ag_b208b","ag_b208b","How much output from this [GARDEN] did you give as rent if any...","f35","agriculture_land",FALSE,4
"ag_b208c","","ag_b28c","ag_b208c","ag_b208c","UNIT","f35","agriculture_land",FALSE,4
"ag_b209a","","ag_b09a","ag_b209a","ag_b209a","How much did you pay the owner for the use of [GARDEN] in the [RS]? (CASH)","f35","agriculture_land",FALSE,4
"ag_b209b","","ag_b09b","ag_b209b","ag_b209b","How much did you pay the owner for the use of [GARDEN] in the [RS]? (IN-KIND)","f35","agriculture_land",FALSE,4
"ag_b216a","","ag_b21a","ag_b216a","ag_b216a","How much output from this [GARDEN] did you receive as rent, if any, in the [RS]?","f35","agriculture_land",FALSE,4
"ag_b216b","","ag_b16b","ag_b216b","ag_b216b","QUANTITY","f35","agriculture_land",FALSE,4
"ag_b216c","","ag_b16c","ag_b216c","ag_b216c","UNIT","f35","agriculture_land",FALSE,4
"ag_b216d","","ag_b16d","ag_b216d","ag_b216d","SHELLED/UNSHELLED","f35","agriculture_land",FALSE,4
"ag_b217a","","ag_b17a","ag_b217a","ag_b217a","How much did you receive from renting out this [GARDEN] in the [RS]?","f35","agriculture_land",FALSE,4
"ag_b217b","","ag_b17b","ag_b217b","ag_b217b","IN-KIND MK","f35","agriculture_land",FALSE,4
"ag_c04a","","ag_c04a","ag_c04a","ag_c04a","Self Reported Area of Plot","f36","agriculture_land",FALSE,4
"ag_c04b","","ag_c04b","ag_c04b","ag_c04b","Units of Self Reprted Area","f36","agriculture_land",FALSE,4
"ag_c04c","","ag_c04c","ag_c04c","ag_c04c","Area of Plot Measured with GPS","f36","agriculture_land",FALSE,4
"ag_d01","","ag_d01","ag_d01","ag_d01","Decision Maker in Household Concerning Crops","f37","agriculture_inputs",FALSE,4
"ag_d02","","ag_d02","ag_d02","ag_d02","ID of Respondent","f37","agriculture_inputs",FALSE,4
"ag_d14","","ag_d14","ag_d14","ag_d14","Garden Usage Status in Reference Rainy Season","f37","agriculture_inputs",FALSE,4
"ag_d20a","","ag_d20a","ag_d20a","ag_d20a","1st Crop","f37","agriculture_inputs",FALSE,4
"ag_d20b","","ag_d20b","ag_d20b","ag_d20b","2nd Crop","f37","agriculture_inputs",FALSE,4
"ag_d20c","","ag_d20c","ag_d20c","ag_d20c","3rd Crop","f37","agriculture_inputs",FALSE,4
"ag_d20d","","ag_d20d","ag_d20d","ag_d20d","4th Crop","f37","agriculture_inputs",FALSE,4
"ag_d20e","","ag_d20e","ag_d20e","ag_d20e","5th Crop","f37","agriculture_inputs",FALSE,4
"ag_d21","","ag_d21","ag_d21","ag_d21","Predominant Soil Type on Plot","f37","agriculture_inputs",FALSE,4
"ag_d22","","ag_d22","ag_d22","ag_d22","Soil quality of Plot","f37","agriculture_inputs",FALSE,4
"ag_d23","","ag_d23","ag_d23","ag_d23","Respondent self reported rate of erosion on Plot","f37","agriculture_inputs",FALSE,4
"ag_d24a","","ag_d24a","ag_d24a","ag_d24a","First cause of soil erosion","f37","agriculture_inputs",FALSE,4
"ag_d24b","","ag_d24b","ag_d24b","ag_d24b","Second cause of soil erosion","f37","agriculture_inputs",FALSE,4
"ag_d25a","","ag_d25a","ag_d25a","ag_d25a","First type of erosion control/water harvesting facilities are on this plot","f37","agriculture_inputs",FALSE,4
"ag_d25b","","ag_d25b","ag_d25b","ag_d25b","Second type of erosion control/water harvesting facilities are on this plot","f37","agriculture_inputs",FALSE,4
"ag_d26","","ag_d26","ag_d26","ag_d26","What is the slope of this plot [PLOT]?","f37","agriculture_inputs",FALSE,4
"ag_d27","","ag_d27","ag_d27","ag_d27","Is this plot ([PLOT]) swamp/ wetland?","f37","agriculture_inputs",FALSE,4
"ag_d28a","","ag_d28a","ag_d28a","ag_d28a","What systems of irrigation, if any, are on this plot [PLOT](1ST)?","f37","agriculture_inputs",FALSE,4
"ag_d28b","","ag_d28b","ag_d28b","ag_d28b","What systems of irrigation, if any, are on this plot [PLOT](2ND)?","f37","agriculture_inputs",FALSE,4
"ag_d29","","ag_d29","ag_d29","ag_d29","What is the method of irrigating plants/puring water on plants on th","f37","agriculture_inputs",FALSE,4
"ag_d30","","ag_d30","ag_d30","ag_d30","What is the source of water on this[PLOT]?","f37","agriculture_inputs",FALSE,4
"ag_d32","","ag_d32","ag_d32","ag_d32","What was the most recent year in which this [PLOT] was left fallow?","f37","agriculture_inputs",FALSE,4
"ag_d33","","ag_d33","ag_d33","ag_d33","For how many years was it left fallow?","f37","agriculture_inputs",FALSE,4
"ag_d34a","","ag_d34a","ag_d34a","ag_d34a","Why was this [PLOT] left fallow? (1ST REASON)","f37","agriculture_inputs",FALSE,4
"ag_d34b","","ag_d34b","ag_d34b","ag_d34b","Why was this [PLOT] left fallow? (2ND REASON)","f37","agriculture_inputs",FALSE,4
"ag_d36","","ag_d36","ag_d36","ag_d36","Did you use any organic fertilizer on this [PLOT] during the [RS]","f37","agriculture_inputs",FALSE,4
"ag_d37a","","ag_d37a","ag_d37a","ag_d37a","How much organic fertilizer did you apply to this [PLOT](QUANTITY)?","f37","agriculture_inputs",FALSE,4
"ag_d37b","","ag_d37b","ag_d37b","ag_d37b","UNIT","f37","agriculture_inputs",FALSE,4
"ag_d38","","ag_d38","ag_d38","ag_d38","Did you use any inorganic fertilizer on this [PLOT] during the [RS]","f37","agriculture_inputs",FALSE,4
"ag_d39a","","ag_d39a","ag_d39a","ag_d39a","What type of inorganic fertilizer did you apply to this [PLOT]","f37","agriculture_inputs",FALSE,4
"ag_d39b","","ag_d39b","ag_d39b","ag_d39b","FIRST APPLICATION QUANTITY","f37","agriculture_inputs",FALSE,4
"ag_d39c","","ag_d39c","ag_d39c","ag_d39c","FIRST APPLICATION UNIT","f37","agriculture_inputs",FALSE,4
"ag_d39d","","ag_d39d","ag_d39d","ag_d39d","ENUMERATOR:  TOTAL KGs","f37","agriculture_inputs",FALSE,4
"ag_d39e","","ag_d39e","ag_d39e","ag_d39e","How many weeks after planting did you finish the 1st fertilizer application","f37","agriculture_inputs",FALSE,4
"ag_d39f","","ag_d39f","ag_d39f","ag_d39f","Did you apply a second application of inorganic fertilizer to this p","f37","agriculture_inputs",FALSE,4
"ag_d39g","","ag_d39g","ag_d39g","ag_d39g","What type of inorganic fertilizer did you apply to this plot (%rost","f37","agriculture_inputs",FALSE,4
"ag_d39h","","ag_d39h","ag_d39h","ag_d39h","SECOND  APPLICATION QUANTITY","f37","agriculture_inputs",FALSE,4
"ag_d39i","","ag_d39i","ag_d39i","ag_d39i","SECOND APPLICATION UNIT","f37","agriculture_inputs",FALSE,4
"ag_d39j","","ag_d39j","ag_d39j","ag_d39j","ENUMERATOR: TOTAL KGs","f37","agriculture_inputs",FALSE,4
"ag_d40","","ag_d40","ag_d40","ag_d40","Did you use any pesticides/ herbicides on this [PLOT] during the [RS]","f37","agriculture_inputs",FALSE,4
"ag_d41a","","ag_d41a","ag_d41a","ag_d41a","How much pesticides/herbicides did you apply to this [PLOT]? 1st TYPE","f37","agriculture_inputs",FALSE,4
"ag_d41b","","ag_d41b","ag_d41b","ag_d41b","QUANTITY","f37","agriculture_inputs",FALSE,4
"ag_d41c","","ag_d41c","ag_d41c","ag_d41c","UNIT","f37","agriculture_inputs",FALSE,4
"ag_d41d","","ag_d41d","ag_d41d","ag_d41d","Did you apply another type of  pesticides/ herbicides to this plot","f37","agriculture_inputs",FALSE,4
"ag_d41e","","ag_d41e","ag_d41e","ag_d41e","How much pesticides/herbicides did you apply to this [PLOT]? 2nd TYPE","f37","agriculture_inputs",FALSE,4
"ag_d41f","","ag_d41f","ag_d41f","ag_d41f","QUANTITY","f37","agriculture_inputs",FALSE,4
"ag_d42a1","","ag_d42a","ag_d42a1","ag_d42a1","During the RS, please list the household member that worked on this [PLOT] for l","f37","agriculture_inputs",FALSE,4
"ag_d42b1","","ag_d42b","ag_d42b1","ag_d42b1","How many weeks did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d42c1","","ag_d42c","ag_d42c1","ag_d42c1","During those weeks, approximately how many days did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d42d1","","ag_d42d","ag_d42d1","ag_d42d1","During those days, approximately how many hours did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d43a1","","ag_d43a","ag_d43a1","ag_d43a1","During the RS, please list the household member that worked on this [PLOT] for w","f37","agriculture_inputs",FALSE,4
"ag_d43b1","","ag_d43b","ag_d43b1","ag_d43b1","How many weeks did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d43c1","","ag_d43c","ag_d43c1","ag_d43c1","During those weeks, approximately how many days did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d43d1","","ag_d43d","ag_d43d1","ag_d43d1","During those days, approximately how many hours did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d44a1","","ag_d44a","ag_d44a1","ag_d44a1","During the RS, please list the household member that worked on this [PLOT] for h","f37","agriculture_inputs",FALSE,4
"ag_d44b1","","ag_d44b","ag_d44b1","ag_d44b1","How many weeks did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d44c1","","ag_d44c","ag_d44c1","ag_d44c1","During those weeks, approximately how many days did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d44d1","","ag_d44d","ag_d44d1","ag_d44d1","During those days, approximately how many hours did each household member work?","f37","agriculture_inputs",FALSE,4
"ag_d46a1","","ag_d46a","ag_d46a1","ag_d46a1","During the [RS], how many days did you hire men for any and all non-harvest acti","f37","agriculture_inputs",FALSE,4
"ag_d46b1","","ag_d46b","ag_d46b1","ag_d46b1","What was the average daily wage paid to men for any non-harvest activity?","f37","agriculture_inputs",FALSE,4
"ag_d46c","","ag_d46c","ag_d46c","ag_d46c","How much total did you give to all workers hired for any and all non-harvest act","f37","agriculture_inputs",FALSE,4
"ag_d46d","","ag_d46d","ag_d46d","ag_d46d","Uni","f37","agriculture_inputs",FALSE,4
"ag_d46e","","ag_d46e","ag_d46e","ag_d46e","S/U","f37","agriculture_inputs",FALSE,4
"ag_d46f","","ag_d46f","ag_d46f","ag_d46f","Crop Type","f37","agriculture_inputs",FALSE,4
"ag_d47a1","","ag_d47a","ag_d47a1","ag_d47a1","During the [RS], how many days did you hire men for any and all non-harvest acti","f37","agriculture_inputs",FALSE,4
"ag_d47b1","","ag_d47b","ag_d47b1","ag_d47b1","What was the average daily wage paid to men for any non-harvest activity?","f37","agriculture_inputs",FALSE,4
"ag_d47c","","ag_d47c","ag_d47c","ag_d47c","How much total did you give to all workers hired for any and all non-harvest act","f37","agriculture_inputs",FALSE,4
"ag_d47d","","ag_d47d","ag_d47d","ag_d47d","Unit","f37","agriculture_inputs",FALSE,4
"ag_d47e","","ag_d47e","ag_d47e","ag_d47e","S/U","f37","agriculture_inputs",FALSE,4
"ag_d47f","","ag_d47f","ag_d47f","ag_d47f","Crop Type","f37","agriculture_inputs",FALSE,4
"ag_d48a1","","ag_d48a","ag_d48a1","ag_d48a1","During the [RS], how many days did you hire men for any and all harvest activiti","f37","agriculture_inputs",FALSE,4
"ag_d48b1","","ag_d48b","ag_d48b1","ag_d48b1","What was the average daily wage paid to men for any harvest activity?","f37","agriculture_inputs",FALSE,4
"ag_d48c","","ag_d48c","ag_d48c","ag_d48c","How much total did you give to all workers hired for any and all non-harvest act","f37","agriculture_inputs",FALSE,4
"ag_d48d","","ag_d48d","ag_d48d","ag_d48d","Unit","f37","agriculture_inputs",FALSE,4
"ag_d48e","","ag_d48e","ag_d48e","ag_d48e","S/U","f37","agriculture_inputs",FALSE,4
"ag_d48f","","ag_d48f","ag_d48f","ag_d48f","Crop Type","f37","agriculture_inputs",FALSE,4
"ag_d50a","","ag_d50a","ag_d50a","ag_d50a","# days men from other HHs worked on[PLOT]for any and all non-harvest activities","f37","agriculture_inputs",FALSE,4
"ag_d50b","","ag_d50b","ag_d50b","ag_d50b","# days women from other HHs worked on[PLOT]for any & all non-harvest activities","f37","agriculture_inputs",FALSE,4
"ag_d50c","","ag_d50c","ag_d50c","ag_d50c","# days children from other HHs worked on[PLOT]for any & all non-harvest activ..","f37","agriculture_inputs",FALSE,4
"ag_d51a","","ag_d51a","ag_d51a","ag_d51a","HH exchange/free labor came from to work for any/all activities(#1)","f37","agriculture_inputs",FALSE,4
"ag_d51b","","ag_d51b","ag_d51b","ag_d51b","HH exchange/free labor came from to work for any/all activities(#2)","f37","agriculture_inputs",FALSE,4
"ag_d51c","","ag_d51c","ag_d51c","ag_d51c","HH exchange/free labor came from to work for any/all activities(#3)","f37","agriculture_inputs",FALSE,4
"ag_d60","","ag_d06","ag_d60","ag_d60","What did you do with the crop residues from this [PLOT] after the 2014/15 harves","f37","agriculture_inputs",FALSE,4
"ag_d70","","ag_d07","ag_d70","ag_d70","What crop do you plan to plant in this [PLOT] after the next rainy season?","f37","agriculture_inputs",FALSE,4
"ag_e01","","ag_e01","ag_e01","ag_e01","Did you or anyone in your HH obtain any input coupons during the [RS]?","f38","agriculture_inputs",FALSE,4
"ag_e02","","ag_e02a","ag_e02","ag_e02","From whom did [NAME] obtain the coupon?","f39","agriculture_inputs",FALSE,4
"ag_e03","","ag_e03","ag_e03","ag_e03","Did [NAME] have to pay any money to get the [COUPON]?","f39","agriculture_inputs",FALSE,4
"ag_e04","","ag_e04","ag_e04","ag_e04","How much did [NAME] pay to get the [COUPON]?","f39","agriculture_inputs",FALSE,4
"ag_e05a","","ag_e05a","ag_e05a","ag_e05a","When did [NAME] obtain the [COUPON]?","f39","agriculture_inputs",FALSE,4
"ag_e05b","","ag_e05b","ag_e05b","ag_e05b","YEAR (4-DIGIT)","f39","agriculture_inputs",FALSE,4
"ag_e06","","ag_e06","ag_e06","ag_e06","Did [NAME] redeem [COUPON] for inputs?","f39","agriculture_inputs",FALSE,4
"ag_e07","","ag_e07","ag_e07","ag_e07","What type of input did [NAME] purchase with [COUPON]?","f39","agriculture_inputs",FALSE,4
"ag_e08a","","ag_e08a","ag_e08a","ag_e08a","What was the quantity of input purchased with [COUPON]?","f39","agriculture_inputs",FALSE,4
"ag_e08b","","ag_e08b","ag_e08b","ag_e08b","UNIT","f39","agriculture_inputs",FALSE,4
"ag_e09","","ag_e09","ag_e09","ag_e09","Was any of the input purchased with [COUPON] exchanged with a fellow farmer","f39","agriculture_inputs",FALSE,4
"ag_e0c","","ag_e0c","ag_e0c","ag_e0c","Coupon type","f38","agriculture_inputs",FALSE,4
"ag_e0d","","ag_e0d","ag_e0d","ag_e0d","Number of coupons received","f38","agriculture_inputs",FALSE,4
"ag_e10a","","ag_e10a","ag_e10a","ag_e10a","How much of the input purchased with [COUPON] was exchanged for another? I","f39","agriculture_inputs",FALSE,4
"ag_e10b","","ag_e10b","ag_e10b","ag_e10b","INPUT GIVEN  UNIT","f39","agriculture_inputs",FALSE,4
"ag_e10c","","ag_e10c","ag_e10c","ag_e10c","INPUT RECEIVED  TYPE","f39","agriculture_inputs",FALSE,4
"ag_e10d","","ag_e10d","ag_e10d","ag_e10d","INPUT RECEIVED   QUANTITY","f39","agriculture_inputs",FALSE,4
"ag_e10e","","ag_e10e","ag_e10e","ag_e10e","INPUT RECEIVED  UNIT","f39","agriculture_inputs",FALSE,4
"ag_e11","","ag_e11","ag_e11","ag_e11","..input purchased with [COUPON] shared with a fellow farmer for nothing in retur","f39","agriculture_inputs",FALSE,4
"ag_e12a","","ag_e12a","ag_e12a","ag_e12a","..input purchased with [COUPON] was shared with a fellow farmer for nothing in r","f39","agriculture_inputs",FALSE,4
"ag_e12b","","ag_e12b","ag_e12b","ag_e12b","INPUT SHARED  UNIT","f39","agriculture_inputs",FALSE,4
"ag_e13","","ag_e13","ag_e13","ag_e13","...main mode of transportation used to bring back the input..purchased with the","f39","agriculture_inputs",FALSE,4
"ag_e14","","ag_e14","ag_e14","ag_e14","Amt[NAME]paid for transportation to acquire the input purchased w/[TYPE]coupons?","f39","agriculture_inputs",FALSE,4
"ag_e15","","ag_e15","ag_e15","ag_e15","How much was paid while redeeming the [COUPON] for inputs?","f39","agriculture_inputs",FALSE,4
"ag_e16","","ag_e16a","ag_e16","ag_e16","From whom did[NAME]purchase the inputs by redeeming[TYPE]coupons?","f39","agriculture_inputs",FALSE,4
"ag_e18","","ag_e18","ag_e18","ag_e18","Did[NAME]sell any[TYPE]coupons that[NAME]obtained during the[RS]?","f39","agriculture_inputs",FALSE,4
"ag_e20","","ag_e20","ag_e20","ag_e20","How much did [NAME] receive from the sale of the [COUPON]?","f39","agriculture_inputs",FALSE,4
"ag_e21","","ag_e21a","ag_e21","ag_e21","To whom did [NAME] sell the [COUPON]?","f39","agriculture_inputs",FALSE,4
"ag_e22","","ag_e22","ag_e22","ag_e22","Did[NAME]give away any[TYPE]coupons obtained during the[RS]to non-HH for free?","f39","agriculture_inputs",FALSE,4
"ag_e24","","ag_e24","ag_e24","ag_e24","Was the [COUPON] lost or stolen?","f39","agriculture_inputs",FALSE,4
"ag_e26a","","ag_e26a","ag_e26a","ag_e26a","Why did [NAME] not redeem all [TYPE] coupons that [NAME] received? (1ST)","f39","agriculture_inputs",FALSE,4
"ag_e26b","","ag_e26b","ag_e26b","ag_e26b","Why did [NAME] not redeem all [TYPE] coupons that [NAME] received? (2ND)","f39","agriculture_inputs",FALSE,4
"ag_f01a","","ag_f01a","ag_f01a","ag_f01a","ENUMERATOR: FOR ORGANIC FERTILIZER (MANURE), ENTER THE TOTAL QUANTITY, AS","f42","agriculture_inputs",FALSE,4
"ag_f01b","","ag_f01b","ag_f01b","ag_f01b","UNIT","f42","agriculture_inputs",FALSE,4
"ag_f02","","ag_f02","ag_f02","ag_f02","ENUMERATOR: Ask the farmer whether the figures from question 1 corresponds to...","f42","agriculture_inputs",FALSE,4
"ag_f03","","ag_f03","ag_f03","ag_f03","During[RS]did all of this [INPUT] come from purchases by using coupons / voucher","f42","agriculture_inputs",FALSE,4
"ag_f04","","ag_f04","ag_f04","ag_f04","Did you purchase any[INPUT]w/out coupons/vouchers/purchase any[INPUT]on credit?","f42","agriculture_inputs",FALSE,4
"ag_f06a","","ag_f06a","ag_f06a","ag_f06a","First Source of[INPUT] you purchased without coupons/vouchers/purchased credit?","f42","agriculture_inputs",FALSE,4
"ag_f06b","","ag_f06b","ag_f06b","ag_f06b","Second Source of[INPUT] you purchased without coupons/vouchers/purchased credit?","f42","agriculture_inputs",FALSE,4
"ag_f07a","","ag_f07a","ag_f07a","ag_f07a","Amt purchased without coupons/vouchers or purchased on credit during the(RS) (Q)","f42","agriculture_inputs",FALSE,4
"ag_f07b","","ag_f07b","ag_f07b","ag_f07b","Amt purchased without coupons/vouchers or purchased on credit during the(RS) (U)","f42","agriculture_inputs",FALSE,4
