"harmonised_name","ihs2_name","ihs3_name","ihs4_name","ihs5_name","label","module","topic","needs_review","n_rounds"
"hh_d04","","hh_d04","hh_d04","hh_d04","During the past 2 weeks has [NAME] suffered from an illness or injury","f5","health",FALSE,4
"hh_d05a","","hh_d05a","hh_d05a","hh_d05a","Illness 1","f5","health",FALSE,4
"hh_d05b","","hh_d05b","hh_d05b","hh_d05b","Illness 2","f5","health",FALSE,4
"hh_d06a","","hh_d06a","hh_d06a","hh_d06a","Who diagnosed the first illness?","f5","health",FALSE,4
"hh_d06b","","hh_d06b","hh_d06b","hh_d06b","Who diagnosed the second illness?","f5","health",FALSE,4
"hh_d07a","","hh_d07a","hh_d07a","hh_d07a","What action did [NAME] take to find relief for his/her 1st Illness","f5","health",FALSE,4
"hh_d07b","","hh_d07b","hh_d07b","hh_d07b","What action did [NAME] take to find relief for his/her 2nd Illness","f5","health",FALSE,4
"hh_d08","","hh_d08","hh_d08","hh_d08","During past 2 weeks, days [NAME] had to stop normal activities due to illness","f5","health",FALSE,4
"hh_d09","","hh_d09","hh_d09","hh_d09","..2 weeks, for how many days..HH have to stop normal activities to care for [NAM","f5","health",FALSE,4
"hh_d10","","hh_d10","hh_d10","hh_d10","Amt [NAME] spent in the past 4 weeks  for all illnesses and injuries?","f5","health",FALSE,4
"hh_d11","","hh_d11","hh_d11","hh_d11","Amt in total did [NAME]spent...for medical care not related to an illness?","f5","health",FALSE,4
"hh_d12","","hh_d12","hh_d12","hh_d12","Amt in total did [NAME]spent..for nonprescription medicines?","f5","health",FALSE,4
"hh_d13","","hh_d13","hh_d13","hh_d13","..12 months, was [NAME] hospitalized/had an overnight stay in a medical facility","f5","health",FALSE,4
"hh_d14","","hh_d14","hh_d14","hh_d14","..total cost of [NAME] hospitalization/overnight stay(s)..last 12 months?","f5","health",FALSE,4
"hh_d15","","hh_d15","hh_d15","hh_d15","How much in total did [NAME] spend to travel to the next medical facility","f5","health",FALSE,4
"hh_d16","","hh_d16","hh_d16","hh_d16","Amt[NAME] spent on food during overnight stay(s) at the medical facility..","f5","health",FALSE,4
"hh_d17","","hh_d17","hh_d17","hh_d17","Did [NAME]..HH have to borrow money or sell assets in order to pay..?","f5","health",FALSE,4
"hh_d18","","hh_d18","hh_d18","hh_d18","..last 12 months,did [NAME] stay overnight at a traditional healer's..dwelling?","f5","health",FALSE,4
"hh_d19","","hh_d19","hh_d19","hh_d19","..total cost of [NAME] stay(s) at the traditional healer's..dwelling..","f5","health",FALSE,4
"hh_d20","","hh_d20","hh_d20","hh_d20","total amt[NAME] spent on travel to traditional healer's..overnight stay(s)..","f5","health",FALSE,4
"hh_d21","","hh_d21","hh_d21","hh_d21","Amt[NAME] spent on food during overnight stay(s) at the traditional healer's..dw","f5","health",FALSE,4
"hh_d22","","hh_d22","hh_d22","hh_d22","Did [NAME] or other members of the HH have to borrow money or sell assets in ord","f5","health",FALSE,4
"hh_d33","","hh_d33","hh_d33","hh_d33","Does [NAME] suffer from a chronic illness?","f5","health",FALSE,4
"hh_d34a","","hh_d34a","hh_d34a","hh_d34a","What chronic illness does [NAME] suffer from? (ILLNESS 1)","f5","health",FALSE,4
"hh_d34b","","hh_d34b","hh_d34b","hh_d34b","What chronic illness does [NAME] suffer from? (ILLNESS 2)","f5","health",FALSE,4
"hh_d35a","","hh_d35a","hh_d35a","hh_d35a","How long has [NAME] suffered from this illness (these illnesses)?","f5","health",FALSE,4
"hh_d35b","","hh_d35b","hh_d35b","hh_d35b","How long has [NAME] suffered from this illness (these illnesses)?","f5","health",FALSE,4
"hh_d36a","","hh_d36a","hh_d36a","hh_d36a","Who diagnosed the first illness?","f5","health",FALSE,4
"hh_d36b","","hh_d36b","hh_d36b","hh_d36b","Who diagnosed the second illness?","f5","health",FALSE,4
"hh_d38","","hh_d38","hh_d38","hh_d38","What did [NAME] have for breakfast yesterday?","f5","health",FALSE,4
"hh_e03","","hh_e03","hh_e03","hh_e03","IS THE INFORMATION SELF-REPORTED OR IS IT BEING PROVIDED BY ANOTHER HH MEMBER","f6","employment",FALSE,4
"hh_e04","","hh_e04","hh_e04","hh_e04","WHO IS RESPONDING ON BEHALF OF [NAME]?","f6","employment",FALSE,4
"hh_e05","","hh_e05","hh_e05","hh_e05","How many hours did [NAME] spend yesterday collecting water?","f6","employment",FALSE,4
"hh_e06","","hh_e06","hh_e06","hh_e06","..hours did [NAME]spend yesterday collecting firewood(or other fuel materials)?","f6","employment",FALSE,4
"hh_e07a","","hh_e07","hh_e07a","hh_e07a","Amt hours in the last7 days did [NAME] spend on HH agric activities?","f6","employment",FALSE,4
"hh_e08","","hh_e08","hh_e08","hh_e08","Amt hours in last 7 days [NAME]ran or do any kind of non-agric/non-fishing HH bu","f6","employment",FALSE,4
"hh_e09","","hh_e09","hh_e09","hh_e09","Amt hours in last 7 days [NAME]helped in any of the HH's non-agric/ non-fishing","f6","employment",FALSE,4
"hh_e10","","hh_e10","hh_e10","hh_e10","Amt hours in the last 7 days [NAME]engaged in casual, part-time/ganyu labour?","f6","employment",FALSE,4
"hh_e11","","hh_e11","hh_e11","hh_e11","Amt hours in last 7 days [NAME]worked for a wage/salary/commission excluding gan","f6","employment",FALSE,4
"hh_e12","","hh_e12","hh_e12","hh_e12","Amt hours in the last 7 days [NAME]..unpaid apprenticeship for anyone not a memb","f6","employment",FALSE,4
"hh_e14","","hh_e14","hh_e14","hh_e14","..did not do any activities in the last seven days,do you have a job to return t","f6","employment",FALSE,4
"hh_e15","","hh_e15","hh_e15","hh_e15","..main reason [NAME] did not work at this activ during the last 7 days?","f6","employment",FALSE,4
"hh_e19a","","hh_e19a","hh_e19a","hh_e19a","Describe [NAME]'s main wage job over the last 12 months.","f6","employment",FALSE,4
"hh_e19b","","hh_e19b","hh_e19b","hh_e19b","Describe [NAME]'s main wage job over the last 12 months.","f6","employment",FALSE,4
"hh_e20a","","hh_e20a","hh_e20a","hh_e20a","Describe what kind of trade/business [NAME]'s main wage job over last 12 months","f6","employment",FALSE,4
"hh_e20b","","hh_e20b","hh_e20b","hh_e20b","Describe what kind of trade or business [NAME] main wage job","f6","employment",FALSE,4
"hh_e21","","hh_e21","hh_e21","hh_e21","Is [NAME]'s employer for [NAME]'s main wage job over the last 12 months…","f6","employment",FALSE,4
"hh_e22","","hh_e22","hh_e22","hh_e22","In how many months over the last 12 months, did [NAME] work at this wage job?","f6","employment",FALSE,4
"hh_e23","","hh_e23","hh_e23","hh_e23","During these months,how many weeks per month did [NAME] work at this wage job?","f6","employment",FALSE,4
"hh_e24","","hh_e24","hh_e24","hh_e24","During these weeks,how many hours per week did [NAME] work at this wage job?","f6","employment",FALSE,4
"hh_e25","","hh_e25","hh_e25","hh_e25","How much was y[NAME]'s last payment for wages/salary?","f6","employment",FALSE,4
"hh_e26a","","hh_e26a","hh_e26a","hh_e26a","What period of time does each of [NAME]'s salary payments cover?","f6","employment",FALSE,4
"hh_e26b","","hh_e26b","hh_e26b","hh_e26b","What period of time does each of [NAME]'s salary payments cover?","f6","employment",FALSE,4
"hh_e27","","hh_e27","hh_e27","hh_e27","How much does [NAME] usually receive in <u>allowances or gratuities...","f6","employment",FALSE,4
"hh_e28a","","hh_e28a","hh_e28a","hh_e28a","..period of time is [NAME] reporting his/her allowances & gratuity payments?","f6","employment",FALSE,4
"hh_e28b","","hh_e28b","hh_e28b","hh_e28b","..period of time is [NAME] reporting his/her allowances & gratuity payments?","f6","employment",FALSE,4
"hh_e29","","hh_e29","hh_e29","hh_e29","Is this wage job considered an apprenticeship?","f6","employment",FALSE,4
"hh_e30","","hh_e30","hh_e30","hh_e30","Has [NAME] made any payments to [NAME]'s employer for your apprenticeship?","f6","employment",FALSE,4
"hh_e31","","hh_e31","hh_e31","hh_e31","Amt in total has [NAME] paid over the last 12 months for his/her apprenticeship?","f6","employment",FALSE,4
"hh_e32","","hh_e32","hh_e32","hh_e32","At any time over the last 12 months, was [NAME] employed for a second wage job","f6","employment",FALSE,4
"hh_e33","","hh_e33a","hh_e33","hh_e33","Describe [NAME]'s secondary wage job over the last 12 months.","f6","employment",FALSE,4
"hh_e34","","hh_e34a","hh_e34","hh_e34","Describe what kind of trade or business [NAME]'s secondary wage job","f6","employment",FALSE,4
"hh_e35","","hh_e35","hh_e35","hh_e35","Is [NAME]'s employer for his/her secondary wage job over the last 12 months...","f6","employment",FALSE,4
"hh_e36","","hh_e36","hh_e36","hh_e36","In how many months over the last 12 months, did [NAME] work at this wage job?","f6","employment",FALSE,4
"hh_e37","","hh_e37","hh_e37","hh_e37","During these months, Amt weeks per month did [NAME] work at this wage job?","f6","employment",FALSE,4
"hh_e38","","hh_e38","hh_e38","hh_e38","During these weeks, Amt hours per week did [NAME] work at this wage job?","f6","employment",FALSE,4
"hh_e39","","hh_e39","hh_e39","hh_e39","How much was [NAME]'s last payment for wages/salary?","f6","employment",FALSE,4
"hh_e40a","","hh_e40a","hh_e40a","hh_e40a","What period of time does each of [NAME]'s salary payments cover?","f6","employment",FALSE,4
"hh_e40b","","hh_e40b","hh_e40b","hh_e40b","What period of time does each of [NAME]'s salary payments cover?","f6","employment",FALSE,4
"hh_e41","","hh_e41","hh_e41","hh_e41","How much does [NAME] usually receive in allowances or gratuities...","f6","employment",FALSE,4
"hh_e42a","","hh_e42a","hh_e42a","hh_e42a","..period of time is [NAME] reporting [NAME]'s allowances and gratuity payments?","f6","employment",FALSE,4
"hh_e42b","","hh_e42b","hh_e42b","hh_e42b","..period of time is [NAME] reporting your allowances & gratuity payments?","f6","employment",FALSE,4
"hh_e43","","hh_e43","hh_e43","hh_e43","Is this wage job considered an apprenticeship?","f6","employment",FALSE,4
"hh_e44","","hh_e44","hh_e44","hh_e44","Have you made any payments to your employer to for your apprenticeship?","f6","employment",FALSE,4
"hh_e45","","hh_e45","hh_e45","hh_e45","Amt in total has [NAME] paid over the last 12 months for his/her apprenticeship?","f6","employment",FALSE,4
"hh_e47a","","hh_e47a","hh_e47a","hh_e47a","Describe [NAME]'s unpaid apprenticeship over the last 12 months?","f6","employment",FALSE,4
"hh_e47b","","hh_e47b","hh_e47b","hh_e47b","Describe [NAME]'s unpaid apprenticeship over the last 12 months","f6","employment",FALSE,4
"hh_e48a","","hh_e48a","hh_e48a","hh_e48a","Describe what kind of trade or business [NAME]'s unpaid apprenticeship","f6","employment",FALSE,4
"hh_e48b","","hh_e48b","hh_e48b","hh_e48b","Describe what kind of trade or business [NAME]'s unpaid apprenticeship","f6","employment",FALSE,4
"hh_e49","","hh_e49","hh_e49","hh_e49","Is [NAME]'s employer for your unpaid apprenticeship over the last 12 months…","f6","employment",FALSE,4
"hh_e50","","hh_e50","hh_e50","hh_e50","In how many months over the last 12 months, did [NAME] work at this unpaid appre","f6","employment",FALSE,4
"hh_e51","","hh_e51","hh_e51","hh_e51","..months, weeks per month did [NAME] work at this unpaid apprenticeship?","f6","employment",FALSE,4
"hh_e52","","hh_e52","hh_e52","hh_e52","..weeks, number of hours per week did [NAME] work at this unpaid apprenticeship?","f6","employment",FALSE,4
"hh_e53","","hh_e53","hh_e53","hh_e53","Has [NAME] made any payments to your employer for his/her unpaid apprenticeship?","f6","employment",FALSE,4
"hh_e54","","hh_e54","hh_e54","hh_e54","Amt in total has [NAME] paid over the last 12 months for his/her unpaid apprenti","f6","employment",FALSE,4
"hh_e56","","hh_e56","hh_e56","hh_e56","In how many months over the last 12 months, did [NAME] do ganyu labour","f6","employment",FALSE,4
"hh_e57","","hh_e57","hh_e57","hh_e57","During these months,how many weeks per month did [NAME]do ganyu labour?","f6","employment",FALSE,4
"hh_e58","","hh_e58","hh_e58","hh_e58","During these weeks,how many days per week did [NAME] do ganyu labour?","f6","employment",FALSE,4
"hh_e59","","hh_e59","hh_e59","hh_e59","..average daily wage,in cash/in kind,NAME] received for days worked at ganyu?","f6","employment",FALSE,4
"hh_e60","","hh_e60","hh_e60","hh_e60","..over last 12 months,did [NAME] work for other HH's, as exchange labourers?","f6","employment",FALSE,4
"hh_e61","","hh_e61","hh_e61","hh_e61","..last 12 months, for how many HH's in total did [NAME] work as exchange laboure","f6","employment",FALSE,4
"hh_e62","","hh_e62","hh_e62","hh_e62","Number of HH's of relatives did [NAME] worked as exchange laborer?","f6","employment",FALSE,4
"hh_e63","","hh_e63","hh_e63","hh_e63","Number of HH's of friends/neighbors did [NAME] worked as exchange laborer?","f6","employment",FALSE,4
"hh_e64","","hh_e64","hh_e64","hh_e64","..HH of the village headman among the HH's for whom [NAME] worked as exchange la","f6","employment",FALSE,4
"hh_e65","","hh_e65","hh_e65","hh_e65","..12 months,Amt many days in total did [NAME] work for other HH'ss as exchange l","f6","employment",FALSE,4
"hh_e71","","hh_e17","hh_e17","hh_e71","What is the main reason why [NAME] wants to change his/her employment?","f6","employment",FALSE,4
"hh_f01","","hh_f01","hh_f01","hh_f01","Do you own or are purchasing this property, is it provided to you by an emp","f7","housing",FALSE,4
"hh_f02","","hh_f02","hh_f02","hh_f02","If you sold this property today, how much would you receive for it?","f7","housing",FALSE,4
"hh_f03a","","hh_f03a","hh_f03a","hh_f03a","Estimate the rent you could receive if you rented this property?","f7","housing",FALSE,4
"hh_f03b","","hh_f03b","hh_f03b","hh_f03b","TIME UNIT","f7","housing",FALSE,4
"hh_f04a","","hh_f04a","hh_f04a","hh_f04a","How much do you pay to rent this property?<br><br>MK","f7","housing",FALSE,4
"hh_f04b","","hh_f04b","hh_f04b","hh_f04b","TIME UNIT","f7","housing",FALSE,4
"hh_f05","","hh_f05","hh_f05","hh_f05","How many years ago was this dwelling built? How old is it?<br><br> YEARS","f7","housing",FALSE,4
"hh_f06","","hh_f06","hh_f06","hh_f06","WHAT GENERAL TYPE OF CONSTRUCTION MATERIALS ARE USED FOR THE DWELLING?","f7","housing",FALSE,4
"hh_f07","","hh_f07","hh_f07","hh_f07","OUTER WALLS OF THE MAIN DWELLING OF THE HH ARE PREDOMINANTLY MADE OF WHAT MATERI","f7","housing",FALSE,4
"hh_f08","","hh_f08","hh_f08","hh_f08","The roof of the main dwelling is predominantly made of what material?","f7","housing",FALSE,4
"hh_f09","","hh_f09","hh_f09","hh_f09","THE FLOOR OF THE MAIN DWELLING IS PREDOMINANTLY MADE OF WHAT MATERIAL?","f7","housing",FALSE,4
"hh_f10","","hh_f10","hh_f10","hh_f10","How many separate rooms do the members of your household upy?","f7","housing",FALSE,4
"hh_f11","","hh_f11","hh_f11","hh_f11","What is your main source of lighting fuel?","f7","housing",FALSE,4
"hh_f12","","hh_f12","hh_f12","hh_f12","What is your main source of cooking fuel?","f7","housing",FALSE,4
"hh_f13","","hh_f13","hh_f13","hh_f13","Do you ever use firewood for fuel?","f7","housing",FALSE,4
"hh_f14","","hh_f14","hh_f14","hh_f14","Do you ever collect firewood?","f7","housing",FALSE,4
"hh_f15","","hh_f15","hh_f15","hh_f15","Where do you go to collect firewood?","f7","housing",FALSE,4
"hh_f16a","","hh_f16a","hh_f16a","hh_f16a","Time it takes to walk from your dwelling to where you usually go to collect fire","f7","housing",FALSE,4
"hh_f16b","","hh_f16b","hh_f16b","hh_f16b","Time it takes to walk from your dwelling to where you usually go to collect fire","f7","housing",FALSE,4
"hh_f17","","hh_f17","hh_f17","hh_f17","Of the firewood you used in the past week, how much of it did you purchase?","f7","housing",FALSE,4
"hh_f18","","hh_f18","hh_f18","hh_f18","Total value of the firewood you used in the past week, whether gathered or purch","f7","housing",FALSE,4
"hh_f19","","hh_f19","hh_f19","hh_f19","Do you have  electricity working in your dwelling?","f7","housing",FALSE,4
"hh_f20a","","hh_f20a","hh_f20a","hh_f20a","In the event of a black out, what source of energy do you use for LIGHTING?","f7","housing",FALSE,4
"hh_f20b","","hh_f20b","hh_f20b","hh_f20b","In the event of a black out, what source of energy do you use for COOKING?","f7","housing",FALSE,4
"hh_f21","","hh_f21","hh_f21","hh_f21","Do you get your electricity via ESCOM?","f7","housing",FALSE,4
"hh_f22","","hh_f22","hh_f22","hh_f22","...how many weeks did you have to wait for your connection to be in working orde","f7","housing",FALSE,4
"hh_f23","","hh_f23","hh_f23","hh_f23","Did you have to pay an unofficial fee to get a connection?","f7","housing",FALSE,4
"hh_f24","","hh_f24","hh_f24","hh_f24","In the last 12 months, how frequently did you experience blackouts in your area?","f7","housing",FALSE,4
"hh_f25","","hh_f25","hh_f25","hh_f25","How much did you last pay for electricity?","f7","housing",FALSE,4
"hh_f26a","","hh_f26a","hh_f26a","hh_f26a","To what length of time does this cost for electricity refer?","f7","housing",FALSE,4
"hh_f26b","","hh_f26b","hh_f26b","hh_f26b","To what length of time does this cost for electricity refer?","f7","housing",FALSE,4
"hh_f27","","hh_f27","hh_f27","hh_f27","Although you do not have electricity in your dwelling, does your village /","f7","housing",FALSE,4
"hh_f29","","hh_f29","hh_f29","hh_f29","What is the main reason for your household not to have access to electricity?","f7","housing",FALSE,4
"hh_f30a","","hh_f30","hh_f30","hh_f30a","For how long have you been waiting for? TIME AMOUNT","f7","housing",FALSE,4
"hh_f31","","hh_f31","hh_f31","hh_f31","Is there a MTL telephone in working condition in the dwelling unit?","f7","housing",FALSE,4
"hh_f32","","hh_f32","hh_f32","hh_f32","Total cost for <u>MTL</u> telephone service in the HH over the last period?","f7","housing",FALSE,4
"hh_f33a","","hh_f33a","hh_f33a","hh_f33a","To what length of time does this MTL telephone cost refer?","f7","housing",FALSE,4
"hh_f33b","","hh_f33b","hh_f33b","hh_f33b","To what length of time does this MTL telephone cost refer?","f7","housing",FALSE,4
"hh_f34","","hh_f34","hh_f34","hh_f34","How many working cell phones in total does your household own?","f7","housing",FALSE,4
"hh_f35","","hh_f35","hh_f35","hh_f35","Estimate the total cost for all cell phone service for all household","f7","housing",FALSE,4
"hh_f36","","hh_f36","hh_f36","hh_f36","What is your main source of drinking water?","f7","housing",FALSE,4
"hh_f37","","hh_f37","hh_f37","hh_f37","What was the total cost of drinking water for your household last month?","f7","housing",FALSE,4
"hh_f38a","","hh_f38a","hh_f38a","hh_f38a","How long does it take you to walk (ONE WAY) to the main water source from your d","f7","housing",FALSE,4
"hh_f38b","","hh_f38b","hh_f38b","hh_f38b","How long does it take you to walk (ONE WAY) to the main water source from your d","f7","housing",FALSE,4
"hh_f39","","hh_f39","hh_f39","hh_f39","Do you use the main water source...","f7","housing",FALSE,4
"hh_f40","","hh_f40","hh_f40","hh_f40","What is your main source of <u>drinking water in the <u>other season?","f7","housing",FALSE,4
"hh_f41","","hh_f41","hh_f41","hh_f41","What kind of toilet facility does your household use?","f7","housing",FALSE,4
"hh_f43","","hh_f43","hh_f43","hh_f43","What kind of rubbish disposal facilities does your household use?","f7","housing",FALSE,4
"hh_f44","","hh_f44","hh_f44","hh_f44","Do any members of your HH sleep under a bed net... during the year?","f7","housing",FALSE,4
"hh_f45","","hh_f45","hh_f45","hh_f45","Has/have the bed net(s) ever been dipped in insecticide against mosqui-toes","f7","housing",FALSE,4
"hh_f47","","hh_f47","hh_f47","hh_f47","Do the children under 5 in the household sleep under a bed net ...","f7","housing",FALSE,4
"hh_g01","","hh_g01","hh_g01","hh_g01","Over the past one week, did you or others in your household consume any [ITEM]?","f9","food_consumption",FALSE,4
"hh_g02","","hh_g02","hh_g02","hh_g02","ITEM CODE","f9","food_consumption",FALSE,4
"hh_g03a","","hh_g03a","hh_g03a","hh_g03a","How much in total did your household consume in the past week? Quantity","f9","food_consumption",FALSE,4
"hh_g03b","","hh_g03b","hh_g03b","hh_g03b","UNIT","f9","food_consumption",FALSE,4
"hh_g04a","","hh_g04a","hh_g04a","hh_g04a","How much came from purchases? QUANTITY","f9","food_consumption",FALSE,4
"hh_g04b","","hh_g04b","hh_g04b","hh_g04b","UNIT","f9","food_consumption",FALSE,4
"hh_g05","","hh_g05","hh_g05","hh_g05","How much did you spend? MK","f9","food_consumption",FALSE,4
"hh_g06a","","hh_g06a","hh_g06a","hh_g06a","How much came from own-production? QUANTITY","f9","food_consumption",FALSE,4
"hh_g06b","","hh_g06b","hh_g06b","hh_g06b","UNIT","f9","food_consumption",FALSE,4
"hh_g07a","","hh_g07a","hh_g07a","hh_g07a","How much came from gifts and other sources?","f9","food_consumption",FALSE,4
"hh_g07b","","hh_g07b","hh_g07b","hh_g07b","UNIT","f9","food_consumption",FALSE,4
"hh_g08a","","hh_g08a","hh_g08a","hh_g08a","..past one week (7 days),how many days..consume any Cereals,Grains & Cereal Pdts","f10","food_consumption",FALSE,4
"hh_g08b","","hh_g08b","hh_g08b","hh_g08b","..past one week (7 days), how many days..consume any Roots, Tubers & Plantains","f10","food_consumption",FALSE,4
"hh_g08c","","hh_g08c","hh_g08c","hh_g08c","..past one week (7 days), how many days...consume any Nuts and Pulses","f10","food_consumption",FALSE,4
"hh_g09","","hh_g09","hh_g09","hh_g09","Over the past one week (7 days), did any people that you did nonlist as househol","f2","food_consumption",FALSE,4
"hh_g10","","hh_g10b","hh_g10","hh_g10","What was the total number of days in which any meal was shared with people...","f11","food_consumption",FALSE,4
"hh_g10a","","hh_g10a","hh_g10a","hh_g10a","ITEM CODE","f11","food_consumption",FALSE,4
"hh_g11","","hh_g11","hh_g11","hh_g11","What was the total number of meals that were shared over past 7 days with...","f11","food_consumption",FALSE,4
"hh_h01","","hh_h01","hh_h01","hh_h01","...did you worry that your household does not have enough food?","f12","food_consumption",FALSE,4
"hh_h02a","","hh_h02a","hh_h02a","hh_h02a","...how many days has your HH relied on less preferred or less expensive food?","f12","food_consumption",FALSE,4
"hh_h02b","","hh_h02b","hh_h02b","hh_h02b","In the past 7 days, ...? (Limit portion size at meal times)","f12","food_consumption",FALSE,4
"hh_h02c","","hh_h02c","hh_h02c","hh_h02c","In the past 7 days, ...? (Reduce number of meals eaten in a day)","f12","food_consumption",FALSE,4
"hh_h02d","","hh_h02d","hh_h02d","hh_h02d","In the past 7 days, ...? (Restrict consumption by adults in order for small chil","f12","food_consumption",FALSE,4
"hh_h02e","","hh_h02e","hh_h02e","hh_h02e","In the past 7 days ...? (Borrow food, or rely on help from a friend or relative)","f12","food_consumption",FALSE,4
"hh_h03a","","hh_h03a","hh_h03a","hh_h03a","How many meals, including b/fast are taken per day in household? (Adults)","f12","food_consumption",FALSE,4
"hh_h03b","","hh_h03b","hh_h03b","hh_h03b","How many meals, including b/fast are taken per day in HH(Children 5-17yrs)","f12","food_consumption",FALSE,4
"hh_h04","","hh_h04","hh_h04","hh_h04","..12 months..faced with a situation when did not have enough food to feed the hh","f12","food_consumption",FALSE,4
"hh_h06a","","hh_h06a","hh_h06a","hh_h06a","What was the cause of the situation? (Reason 1)","f12","food_consumption",FALSE,4
"hh_h06b","","hh_h06b","hh_h06b","hh_h06b","What was the cause of the situation? (Reason 2)","f12","food_consumption",FALSE,4
"hh_h06c","","hh_h06c","hh_h06c","hh_h06c","What was the cause of the situation? (Reason 3)","f12","food_consumption",FALSE,4
"hh_i01","","hh_i01","hh_i01","hh_i01","Purchased Item?","f13","nonfood_expenditure",FALSE,4
"hh_i02","","hh_i02","hh_i02","hh_i02","Item Code","f13","nonfood_expenditure",FALSE,4
"hh_i03","","hh_i03","hh_i03","hh_i03","How much did you pay in total","f13","nonfood_expenditure",FALSE,4
"hh_i04","","hh_i04","hh_i04","hh_i04","Purchased Item?","f14","nonfood_expenditure",FALSE,4
"hh_i05","","hh_i05","hh_i05","hh_i05","Item Code","f14","nonfood_expenditure",FALSE,4
"hh_i06","","hh_i06","hh_i06","hh_i06","How much did you pay in today?","f14","nonfood_expenditure",FALSE,4
"hh_j01","","hh_j01","hh_j01","hh_j01","Purchased Item?","f15","nonfood_expenditure",FALSE,4
"hh_j02","","hh_j02","hh_j02","hh_j02","Item Code","f15","nonfood_expenditure",FALSE,4
"hh_j03","","hh_j03","hh_j03","hh_j03","How much did you pay in total?","f15","nonfood_expenditure",FALSE,4
"hh_k01","","hh_k01","hh_k01","hh_k01","Purchased Item?","f16","nonfood_expenditure",FALSE,4
"hh_k02","","hh_k02","hh_k02","hh_k02","Item Code","f16","nonfood_expenditure",FALSE,4
"hh_k03","","hh_k03","hh_k03","hh_k03","What was the estimated total value of [ITEM] consumed?","f16","nonfood_expenditure",FALSE,4
"hh_k04","","hh_k04","hh_k04","hh_k04","What was the cost of that of which you purchased?","f17","nonfood_expenditure",FALSE,4
"hh_l01","","hh_l01","hh_l01","hh_l01","Purchased Item?","f18","assets",FALSE,4
"hh_l02","","hh_l02","hh_l02","hh_l02","Item Code","f18","assets",FALSE,4
"hh_l03","","hh_l03","hh_l03","hh_l03","L03. How many [ITEM]s do you own?","f18","assets",FALSE,4
"hh_l04","","hh_l04","hh_l04","hh_l04","L04. What is the age of this [ITEM]?","f18","assets",FALSE,4
"hh_l05","","hh_l05","hh_l05","hh_l05","L05. If you wanted to sell one of this [ITEM] today, how much would you recieve","f18","assets",FALSE,4
"hh_l06","","hh_l06","hh_l06","hh_l06","L06. Did you purchase or pay for any [ITEM] in the last 12 months?","f18","assets",FALSE,4
"hh_l07","","hh_l07","hh_l07","hh_l07","L07. How much in total did pay for [ITEM] in the last 12 months?","f18","assets",FALSE,4
"hh_m00","","hh_m00","hh_m00","hh_m00","A. Did your household own or rent any farm implements, machinery and/or structur","f2","assets",FALSE,4
"hh_m01","","hh_m01","hh_m01","hh_m01","M01. How many [ITEM] does your household currently own?","f19","assets",FALSE,4
"hh_m02","","hh_m02","hh_m02","hh_m02","M02. What is the age of the [ITEM]?","f19","assets",FALSE,4
"hh_m03","","hh_m03","hh_m03","hh_m03","M03. If you wanted to sell one of this [ITEM] today, how much would you recieve","f19","assets",FALSE,4
"hh_m04","","hh_m04","hh_m04","hh_m04","M04. Did your household buy any [ITEM] during the last 12 months?","f19","assets",FALSE,4
"hh_m05","","hh_m05","hh_m05","hh_m05","M05. How many [ITEM] did your household buy?","f19","assets",FALSE,4
"hh_m06","","hh_m06","hh_m06","hh_m06","What was the value of these?","f19","assets",FALSE,4
"hh_m08","","hh_m08","hh_m08","hh_m08","M08. How many [ITEM] did your household build during the last 12 months?","f19","assets",FALSE,4
"hh_m09","","hh_m09","hh_m09","hh_m09","M09. How much did it cost to build [ITEM]?","f19","assets",FALSE,4
"hh_m0c","","hh_m0c","hh_m0c","hh_m0c","Purchased Item?","f19","assets",FALSE,4
"hh_m10","","hh_m10","hh_m10","hh_m10","M10. Did your household use the [ITEM] during the last 12 months?","f19","assets",FALSE,4
"hh_m11","","hh_m11","hh_m11","hh_m11","M11. What was the main reason for not using the [ITEM]?","f19","assets",FALSE,4
"hh_m12","","hh_m12","hh_m12","hh_m12","M12. Did your household rent or borrow any [ITEM] during the last 12 months","f19","assets",FALSE,4
"hh_m13","","hh_m13","hh_m13","hh_m13","How many [ITEM] did your household rent or borrow during the last 12 months","f19","assets",FALSE,4
"hh_m14","","hh_m14","hh_m14","hh_m14","How much did your HH pay to rent or borrow [ITEM] during the last 12 months","f19","assets",FALSE,4
"hh_n01","","hh_n01","hh_n01","hh_n01","..12 months..your HH owned a non-agric business/provided a non-agric service fro","f20","nonfarm_enterprise",FALSE,4
"hh_n02","","hh_n02","hh_n02","hh_n02","..12 months..your HH processed and sold...?","f20","nonfarm_enterprise",FALSE,4
"hh_n03","","hh_n03","hh_n03","hh_n03","..12 months..your HH owned a trading business on a street/market??","f20","nonfarm_enterprise",FALSE,4
"hh_n04","","hh_n04","hh_n04","hh_n04","..12 months..your HH offered any service or sold anything on a street/market","f20","nonfarm_enterprise",FALSE,4
"hh_n05","","hh_n05","hh_n05","hh_n05","..12 months..your HH owned a professional office/offered prof.. service from hom","f20","nonfarm_enterprise",FALSE,4
"hh_n06","","hh_n06","hh_n06","hh_n06","..12 months..your HH driven a HH-owned taxi/pick-up truck as a service?","f20","nonfarm_enterprise",FALSE,4
